file,line,model,importCode
src/config/db.js,4,Subject,"import Subject from \"../models/subject.model.js\";"
src/config/db.js,5,Topic,"import Topic from \"../models/topic.model.js\";"
src/config/db.js,6,TestAttempt,"import TestAttempt from \"../models/testAttempt.model.js\";"
src/modules/test-attempts/testAttempt.controller.js,3,Test,"import Test from \"../../models/test.model.js\";"
src/modules/test-attempts/testAttempt.controller.js,4,TestAttempt,"import TestAttempt from \"../../models/testAttempt.model.js\";"
src/modules/test-attempts/services/questionSelection.service.js,1,Question,"import Question from \"../../../models/question.model.js\";"
src/modules/test-attempts/services/manualEvaluateAttempt.service.js,1,TestAttempt,"import TestAttempt from \"../../../models/testAttempt.model.js\";"
src/modules/test-attempts/services/manualEvaluateAttempt.service.js,2,Question,"import Question from \"../../../models/question.model.js\";"
src/modules/test-management/testSeries.service.js,3,TestSeries,"import TestSeries from \"../../models/testSeries.model.js\";"
src/modules/test-attempts/services/getAttemptResult.service.js,1,TestAttempt,"import TestAttempt from \"../../../models/testAttempt.model.js\";"
src/modules/test-attempts/services/evaluateObjectiveAttempts.service.js,1,TestAttempt,"import TestAttempt from \"../../../models/testAttempt.model.js\";"
src/modules/test-attempts/services/evaluateObjectiveAttempts.service.js,2,Question,"import Question from \"../../../models/question.model.js\";"
src/modules/test-attempts/services/autoSubmitExpiredAttempts.service.js,1,TestAttempt,"import TestAttempt from \"../../../models/testAttempt.model.js\";"
src/modules/test-management/testSeries.controller.js,4,TestSeries,"import TestSeries from \"../../models/testSeries.model.js\";"
src/modules/test-attempts/services/attemptTimer.service.js,2,TestAttempt,"import TestAttempt from \"../../../models/testAttempt.model.js\";"
src/modules/test-attempts/services/attemptTimer.service.js,3,Test,"import Test from \"../../../models/test.model.js\";"
src/modules/test-management/test.service.js,2,Test,"import Test from \"../../models/test.model.js\";"
src/modules/test-management/test.service.js,3,TestSeries,"import TestSeries from \"../../models/testSeries.model.js\";"
src/modules/questions/repositories/questions.repository.js,2,Question,"import Question from \"../../../models/question.model.js\";"
src/modules/questions/questions.controller.js,5,Question,"import Question from \"../../models/question.model.js\";"
src/modules/test-management/test.controller.js,79,TestAttempt,"const TestAttempt = (await import(\"../../models/testAttempt.model.js\")).default;"
src/modules/test-management/test.controller.js,114,TestAttempt,"const TestAttempt = (await import(\"../../models/testAttempt.model.js\")).default;"
src/modules/subject-topic/repositories/subject-topic.repository.js,1,Subject,"import Subject from \"../../../models/subject.model.js\";"
src/modules/subject-topic/repositories/subject-topic.repository.js,2,Topic,"import Topic from \"../../../models/topic.model.js\";"
src/modules/test-attempts/middlewares/enforceAttemptTimer.middleware.js,2,TestAttempt,"import TestAttempt from \"../../../models/testAttempt.model.js\";"
src/modules/test-management/repositories/testSeries.repository.js,1,TestSeries,"import TestSeries from \"../../models/testSeries.model.js\";"
src/modules/test-management/middlewares/loadTest.middleware.js,1,Test,"import Test from \"../../../models/test.model.js\";"
src/modules/test-management/middlewares/loadSeries.middleware.js,15,TestSeries,"import TestSeries from \"../../../models/testSeries.model.js\";"
src/modules/auth/services/otp.service.js,1,User,"import User from \"../../../models/user.model.js\";"
src/modules/analytics/test-attempt/testAttempt.service.js,3,TestAttempt,"import TestAttempt from \"../../../models/testAttempt.model.js\";"
src/modules/auth/repositories/auth.repository.js,1,User,"import User from \"../../../models/user.model.js\";"
src/modules/analytics/test-attempt/repository/testStats.repository.js,2,TestAttempt,"import TestAttempt from \"../../../../models/testAttempt.model.js\";"
src/modules/analytics/test-attempt/repository/testAttempt.repository.js,1,TestAttempt,"import TestAttempt from \"../../../../models/testAttempt.model.js\";"
src/modules/auth/auth.service.js,2,User,"import User from \"../../models/user.model.js\";"
src/modules/analytics/repository/timeBased.repository.js,2,TestAttempt,"import TestAttempt from \"../../../models/testAttempt.model.js\";"
src/modules/analytics/repository/studentReport.repository.js,2,TestAttempt,"import TestAttempt from \"../../../models/testAttempt.model.js\";"
src/modules/analytics/repository/platformReports.repository.js,1,User,"import User from \"../../../models/user.model.js\";"
src/modules/analytics/repository/platformReports.repository.js,2,Organization,"import Organization from \"../../../models/organization.model.js\";"
src/modules/analytics/repository/platformReports.repository.js,3,TestAttempt,"import TestAttempt from \"../../../models/testAttempt.model.js\";"
src/modules/analytics/repository/orgReport.repository.js,2,User,"import User from \"../../../models/user.model.js\";"
src/modules/analytics/repository/orgReport.repository.js,3,TestAttempt,"import TestAttempt from \"../../../models/testAttempt.model.js\";"
src/modules/analytics/repository/organization.repository.js,2,TestAttempt,"import TestAttempt from \"../../../models/testAttempt.model.js\";"
src/modules/analytics/repository/admin.repository.js,1,User,"import User from \"../../../models/user.model.js\";"
src/modules/analytics/repository/admin.repository.js,2,Test,"import Test from \"../../../models/test.model.js\";"
src/modules/analytics/repository/admin.repository.js,3,TestAttempt,"import TestAttempt from \"../../../models/testAttempt.model.js\";"
src/modules/analytics/organization/organization.controller.js,1,Organization,"import Organization from \"../../../models/organization.model.js\";"
